"city08","co2TailpipeGpm","cylinders","displ","drive","fuelType1","highway08","trany","VClass","year","tCharger","sCharger","startStop"
19,386.3913043478,4,2.4,"Front-Wheel Drive","Regular Gasoline",28,"Manual","Compact Car",2000,"N","N","N"
17,423.1904761905,6,3.4,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Compact Car",2000,"N","N","N"
23,329.1481481481,4,1.9,"Front-Wheel Drive","Regular Gasoline",34,"Automatic","Compact Car",2000,"N","N","N"
22,341.8076923077,4,1.9,"Front-Wheel Drive","Regular Gasoline",32,"Automatic","Compact Car",2000,"N","N","N"
25,306.4482758621,4,1.9,"Front-Wheel Drive","Regular Gasoline",36,"Manual","Compact Car",2000,"N","N","N"
23,329.1481481481,4,1.9,"Front-Wheel Drive","Regular Gasoline",34,"Manual","Compact Car",2000,"N","N","N"
19,423.1904761905,4,2.5,"4-Wheel Drive","Regular Gasoline",25,"Automatic","Compact Car",2000,"N","N","N"
19,423.1904761905,4,2.5,"4-Wheel Drive","Regular Gasoline",25,"Manual","Compact Car",2000,"N","N","N"
20,386.3913043478,4,2.2,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Compact Car",2000,"N","N","N"
10,888.7,8,5.8,"Rear-Wheel Drive","Regular Gasoline",10,"Automatic","Van",1985,"N","N","N"
21,370.2916666667,4,2.2,"Front-Wheel Drive","Regular Gasoline",29,"Manual","Compact Car",2000,"N","N","N"
17,444.35,6,3,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Compact Car",2000,"N","N","N"
18,423.1904761905,6,3,"Front-Wheel Drive","Regular Gasoline",26,"Manual","Compact Car",2000,"N","N","N"
24,341.8076923077,4,1.8,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Compact Car",2000,"N","N","N"
25,317.3928571429,4,1.8,"Front-Wheel Drive","Regular Gasoline",34,"Automatic","Compact Car",2000,"N","N","N"
27,296.2333333333,4,1.8,"Front-Wheel Drive","Regular Gasoline",34,"Manual","Compact Car",2000,"N","N","N"
26,296.2333333333,4,1.5,"Front-Wheel Drive","Regular Gasoline",34,"Automatic","Compact Car",2000,"N","N","N"
29,277.71875,4,1.5,"Front-Wheel Drive","Regular Gasoline",37,"Manual","Compact Car",2000,"N","N","N"
19,403.9545454545,4,1.8,"Front-Wheel Drive","Premium Gasoline",26,"Automatic","Compact Car",2000,"Y","N","N"
21,370.2916666667,4,1.8,"Front-Wheel Drive","Premium Gasoline",28,"Manual","Compact Car",2000,"Y","N","N"
12,683.6153846154,6,4.9,"Rear-Wheel Drive","Regular Gasoline",15,"Automatic","Van",1985,"N","N","N"
29,308.4848484848,4,1.9,"Front-Wheel Drive","Diesel",40,"Automatic","Compact Car",2000,"Y","N","N"
35,267.8947368421,4,1.9,"Front-Wheel Drive","Diesel",44,"Manual","Compact Car",2000,"Y","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Compact Car",2000,"N","N","N"
21,370.2916666667,4,2,"Front-Wheel Drive","Regular Gasoline",28,"Manual","Compact Car",2000,"N","N","N"
19,403.9545454545,4,1.8,"Front-Wheel Drive","Premium Gasoline",26,"Automatic","Compact Car",2000,"Y","N","N"
21,370.2916666667,4,1.8,"Front-Wheel Drive","Premium Gasoline",28,"Manual","Compact Car",2000,"Y","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Compact Car",2000,"N","N","N"
21,370.2916666667,4,2,"Front-Wheel Drive","Regular Gasoline",28,"Manual","Compact Car",2000,"N","N","N"
18,423.1904761905,6,2.8,"Front-Wheel Drive","Regular Gasoline",26,"Manual","Compact Car",2000,"N","N","N"
19,403.9545454545,4,1.8,"Front-Wheel Drive","Premium Gasoline",26,"Automatic","Compact Car",2000,"Y","N","N"
9,888.7,8,5.8,"Rear-Wheel Drive","Regular Gasoline",10,"Automatic","Van",1985,"N","N","N"
21,370.2916666667,4,1.8,"Front-Wheel Drive","Premium Gasoline",28,"Manual","Compact Car",2000,"Y","N","N"
29,308.4848484848,4,1.9,"Front-Wheel Drive","Diesel",40,"Automatic","Compact Car",2000,"Y","N","N"
35,267.8947368421,4,1.9,"Front-Wheel Drive","Diesel",44,"Manual","Compact Car",2000,"Y","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Compact Car",2000,"N","N","N"
21,370.2916666667,4,2,"Front-Wheel Drive","Regular Gasoline",28,"Manual","Compact Car",2000,"N","N","N"
17,467.7368421053,6,2.8,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Compact Car",2000,"N","N","N"
17,444.35,6,2.8,"Front-Wheel Drive","Regular Gasoline",26,"Manual","Compact Car",2000,"N","N","N"
17,444.35,5,2.3,"Front-Wheel Drive","Premium Gasoline",25,"Automatic","Compact Car",2000,"Y","N","N"
18,423.1904761905,5,2.3,"Front-Wheel Drive","Premium Gasoline",25,"Manual","Compact Car",2000,"Y","N","N"
17,444.35,5,2.4,"Front-Wheel Drive","Premium Gasoline",24,"Automatic","Compact Car",2000,"Y","N","N"
14,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",17,"Automatic","Van",1985,"N","N","N"
19,423.1904761905,4,1.9,"Front-Wheel Drive","Premium Gasoline",26,"Automatic","Compact Car",2000,"Y","N","N"
17,444.35,6,3.2,"Front-Wheel Drive","Premium Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
16,493.7222222222,6,3.5,"Front-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
16,493.7222222222,6,2.8,"Front-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2000,"N","N","N"
15,493.7222222222,6,2.7,"4-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"Y","N","N"
15,493.7222222222,6,2.7,"4-Wheel Drive","Premium Gasoline",22,"Manual","Midsize Car",2000,"Y","N","N"
15,493.7222222222,6,2.8,"4-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
16,493.7222222222,6,2.8,"4-Wheel Drive","Premium Gasoline",22,"Manual","Midsize Car",2000,"N","N","N"
15,493.7222222222,8,4.2,"4-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
15,493.7222222222,8,4.2,"4-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
14,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",16,"Manual","Van",1985,"N","N","N"
11,740.5833333333,8,4.4,"Rear-Wheel Drive","Premium Gasoline",15,"Automatic","Midsize Car",2000,"N","N","N"
10,740.5833333333,8,6.7,"Rear-Wheel Drive","Premium Gasoline",15,"Automatic","Midsize Car",2000,"N","N","N"
15,493.7222222222,8,4.4,"Rear-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
14,555.4375,8,4.4,"Rear-Wheel Drive","Premium Gasoline",19,"Automatic","Midsize Car",2000,"N","N","N"
18,423.1904761905,6,3.1,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
17,423.1904761905,6,3.8,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
16,467.7368421053,6,3.8,"Front-Wheel Drive","Premium Gasoline",25,"Automatic","Midsize Car",2000,"N","Y","N"
16,493.7222222222,6,3,"Rear-Wheel Drive","Premium Gasoline",23,"Automatic","Midsize Car",2000,"N","N","N"
15,467.7368421053,8,4.6,"Front-Wheel Drive","Premium Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
15,467.7368421053,8,4.6,"Front-Wheel Drive","Premium Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
14,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Van",1985,"N","N","N"
18,423.1904761905,6,3.1,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
17,423.1904761905,6,3.4,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Midsize Car",2000,"N","N","N"
17,423.1904761905,6,3.8,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
19,386.3913043478,4,2.4,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Midsize Car",2000,"N","N","N"
18,423.1904761905,6,3.1,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
17,444.35,4,2.4,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
17,444.35,6,2.5,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
16,467.7368421053,6,2.5,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize Car",2000,"N","N","N"
18,423.1904761905,4,2.2,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
18,423.1904761905,4,2.2,"Front-Wheel Drive","Regular Gasoline",27,"Manual","Midsize Car",2000,"N","N","N"
24,341.8076923077,4,1.5,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","SubCompact Car",1985,"N","N","N"
13,634.7857142857,8,5,"Rear-Wheel Drive","Regular Gasoline",17,"Automatic","Van",1985,"N","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
17,444.35,4,2.4,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
17,444.35,6,2.5,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
16,467.7368421053,6,2.5,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize Car",2000,"N","N","N"
20,386.3913043478,4,2.3,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Midsize Car",2000,"N","N","N"
19,403.9545454545,4,2.3,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
22,370.2916666667,4,2.3,"Front-Wheel Drive","Regular Gasoline",29,"Manual","Midsize Car",2000,"N","N","N"
21,386.3913043478,4,2.3,"Front-Wheel Drive","Regular Gasoline",27,"Manual","Midsize Car",2000,"N","N","N"
18,423.1904761905,6,3,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
18,423.1904761905,4,2.4,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
19,444.35,4,2.5,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Van",1985,"N","N","N"
19,403.9545454545,4,2.4,"Front-Wheel Drive","Regular Gasoline",27,"Manual","Midsize Car",2000,"N","N","N"
18,444.35,6,2.5,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
18,423.1904761905,6,2.5,"Front-Wheel Drive","Regular Gasoline",26,"Manual","Midsize Car",2000,"N","N","N"
17,444.35,6,3,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
16,493.7222222222,8,4.1,"Rear-Wheel Drive","Premium Gasoline",21,"Automatic","Midsize Car",2000,"N","N","N"
15,493.7222222222,8,4,"Rear-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
14,555.4375,8,4,"Rear-Wheel Drive","Premium Gasoline",20,"Automatic","Midsize Car",2000,"N","Y","N"
16,467.7368421053,6,3,"Rear-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2000,"N","N","N"
15,522.7647058824,8,4,"Rear-Wheel Drive","Premium Gasoline",21,"Automatic","Midsize Car",2000,"N","N","N"
15,493.7222222222,8,4,"Rear-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
15,522.7647058824,6,4.3,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Van",1985,"N","N","N"
17,467.7368421053,6,3,"Rear-Wheel Drive","Premium Gasoline",23,"Automatic","Midsize Car",2000,"N","N","N"
16,493.7222222222,8,4,"Rear-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
16,467.7368421053,8,4,"Rear-Wheel Drive","Premium Gasoline",23,"Automatic","Midsize Car",2000,"N","N","N"
16,493.7222222222,6,3,"Rear-Wheel Drive","Premium Gasoline",23,"Automatic","Midsize Car",2000,"N","N","N"
15,493.7222222222,6,3,"Rear-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
15,493.7222222222,6,3,"Rear-Wheel Drive","Premium Gasoline",23,"Manual","Midsize Car",2000,"N","N","N"
15,522.7647058824,8,3.9,"Rear-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
15,522.7647058824,8,3.9,"Rear-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
17,444.35,6,3,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
17,444.35,6,3,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
15,555.4375,6,4.3,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Van",1985,"N","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
23,355.48,4,2,"Front-Wheel Drive","Regular Gasoline",29,"Manual","Midsize Car",2000,"N","N","N"
18,444.35,6,2.5,"Front-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2000,"N","N","N"
19,423.1904761905,6,2.5,"Front-Wheel Drive","Premium Gasoline",25,"Manual","Midsize Car",2000,"N","N","N"
18,423.1904761905,6,3.2,"Rear-Wheel Drive","Premium Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
18,423.1904761905,6,3.2,"4-Wheel Drive","Premium Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
16,493.7222222222,8,4.3,"Rear-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
16,493.7222222222,8,4.3,"4-Wheel Drive","Premium Gasoline",21,"Automatic","Midsize Car",2000,"N","N","N"
15,522.7647058824,8,5.5,"Rear-Wheel Drive","Premium Gasoline",21,"Automatic","Midsize Car",2000,"N","N","N"
16,493.7222222222,6,3.5,"Front-Wheel Drive","Premium Gasoline",23,"Automatic","Midsize Car",2000,"N","N","N"
15,522.7647058824,6,4.3,"Rear-Wheel Drive","Regular Gasoline",19,"Manual","Van",1985,"N","N","N"
19,423.1904761905,4,2.4,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
17,444.35,6,3,"Front-Wheel Drive","Premium Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
18,444.35,6,3,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
19,423.1904761905,6,3,"Front-Wheel Drive","Regular Gasoline",25,"Manual","Midsize Car",2000,"N","N","N"
17,444.35,6,3.5,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
23,329.1481481481,4,2,"Front-Wheel Drive","Regular Gasoline",34,"Manual","Midsize Car",2000,"N","N","N"
17,444.35,4,2.4,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
18,423.1904761905,6,3.1,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
17,423.1904761905,6,3.8,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize Car",2000,"N","N","N"
19,444.35,4,2.5,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Van",1985,"N","N","N"
16,467.7368421053,6,3.8,"Front-Wheel Drive","Premium Gasoline",25,"Automatic","Midsize Car",2000,"N","Y","N"
17,444.35,4,2,"Front-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2000,"Y","N","N"
18,444.35,4,2,"Front-Wheel Drive","Regular Gasoline",23,"Automatic","Midsize Car",2000,"Y","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Regular Gasoline",27,"Manual","Midsize Car",2000,"Y","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Premium Gasoline",27,"Manual","Midsize Car",2000,"Y","N","N"
18,423.1904761905,4,2.3,"Front-Wheel Drive","Premium Gasoline",27,"Manual","Midsize Car",2000,"Y","N","N"
17,444.35,4,2.3,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Midsize Car",2000,"Y","N","N"
16,467.7368421053,4,2.3,"Front-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"Y","N","N"
18,423.1904761905,4,2.3,"Front-Wheel Drive","Regular Gasoline",27,"Manual","Midsize Car",2000,"Y","N","N"
18,444.35,4,2.3,"Front-Wheel Drive","Premium Gasoline",25,"Manual","Midsize Car",2000,"Y","N","N"
15,555.4375,6,4.3,"Rear-Wheel Drive","Regular Gasoline",18,"Automatic","Van",1985,"N","N","N"
16,467.7368421053,6,3,"Front-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2000,"Y","N","N"
20,386.3913043478,4,2.2,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Midsize Car",2000,"N","N","N"
21,370.2916666667,4,2.2,"Front-Wheel Drive","Regular Gasoline",30,"Manual","Midsize Car",2000,"N","N","N"
18,444.35,6,3,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize Car",2000,"N","N","N"
20,386.3913043478,4,2.2,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Midsize Car",2000,"N","N","N"
21,370.2916666667,4,2.2,"Front-Wheel Drive","Regular Gasoline",29,"Manual","Midsize Car",2000,"N","N","N"
17,444.35,6,3,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Midsize Car",2000,"N","N","N"
18,423.1904761905,6,3,"Front-Wheel Drive","Regular Gasoline",26,"Manual","Midsize Car",2000,"N","N","N"
18,423.1904761905,4,1.8,"Front-Wheel Drive","Premium Gasoline",27,"Automatic","Midsize Car",2000,"Y","N","N"
21,370.2916666667,4,1.8,"Front-Wheel Drive","Premium Gasoline",29,"Manual","Midsize Car",2000,"Y","N","N"
15,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Van",1985,"N","N","N"
16,467.7368421053,6,2.8,"Front-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2000,"N","N","N"
18,423.1904761905,6,2.8,"Front-Wheel Drive","Premium Gasoline",26,"Manual","Midsize Car",2000,"N","N","N"
15,493.7222222222,6,2.8,"4-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Car",2000,"N","N","N"
17,444.35,5,2.3,"Front-Wheel Drive","Premium Gasoline",25,"Automatic","Midsize Car",2000,"Y","N","N"
18,423.1904761905,5,2.3,"Front-Wheel Drive","Premium Gasoline",25,"Manual","Midsize Car",2000,"Y","N","N"
17,444.35,5,2.4,"Front-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2000,"Y","N","N"
18,423.1904761905,5,2.4,"Front-Wheel Drive","Premium Gasoline",26,"Automatic","Midsize Car",2000,"N","N","N"
19,403.9545454545,5,2.4,"Front-Wheel Drive","Premium Gasoline",26,"Manual","Midsize Car",2000,"N","N","N"
16,467.7368421053,5,2.4,"4-Wheel Drive","Premium Gasoline",23,"Automatic","Midsize Car",2000,"Y","N","N"
16,493.7222222222,6,2.8,"Front-Wheel Drive","Premium Gasoline",23,"Automatic","Midsize Car",2000,"Y","N","N"
15,555.4375,6,4.3,"Rear-Wheel Drive","Regular Gasoline",18,"Manual","Van",1985,"N","N","N"
16,467.7368421053,6,2.9,"Front-Wheel Drive","Premium Gasoline",24,"Automatic","Midsize Car",2000,"N","N","N"
15,493.7222222222,8,4.2,"4-Wheel Drive","Premium Gasoline",22,"Automatic","Large Car",2000,"N","N","N"
15,493.7222222222,8,4.4,"Rear-Wheel Drive","Premium Gasoline",22,"Automatic","Large Car",2000,"N","N","N"
12,634.7857142857,12,5.4,"Rear-Wheel Drive","Premium Gasoline",18,"Automatic","Large Car",2000,"N","N","N"
17,444.35,6,3.8,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Large Car",2000,"N","N","N"
17,444.35,6,3.8,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Large Car",2000,"N","N","N"
16,467.7368421053,6,3.8,"Front-Wheel Drive","Premium Gasoline",25,"Automatic","Large Car",2000,"N","Y","N"
15,467.7368421053,8,4.6,"Front-Wheel Drive","Premium Gasoline",25,"Automatic","Large Car",2000,"N","N","N"
17,423.1904761905,6,3.4,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Large Car",2000,"N","N","N"
17,423.1904761905,6,3.8,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Large Car",2000,"N","Y","N"
14,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Van",1985,"N","N","N"
17,423.1904761905,6,3.8,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Large Car",2000,"N","N","N"
16,467.7368421053,6,3.5,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Large Car",2000,"N","N","N"
18,423.1904761905,6,2.7,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Large Car",2000,"N","N","N"
17,444.35,6,3.2,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Large Car",2000,"N","N","N"
16,467.7368421053,6,3.5,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Large Car",2000,"N","N","N"
18,423.1904761905,6,2.7,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Large Car",2000,"N","N","N"
18,423.1904761905,6,2.7,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Large Car",2000,"N","N","N"
17,444.35,6,3.2,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Large Car",2000,"N","N","N"
16,467.7368421053,6,3.5,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Large Car",2000,"N","N","N"
16,493.7222222222,8,4.6,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Large Car",2000,"N","N","N"
27,296.2333333333,4,1.5,"Front-Wheel Drive","Regular Gasoline",34,"Manual","Two Seater",1985,"N","N","N"
26,329.1481481481,4,1.5,"Front-Wheel Drive","Regular Gasoline",29,"Manual","SubCompact Car",1985,"N","N","N"
13,634.7857142857,6,4.3,"Rear-Wheel Drive","Regular Gasoline",16,"Manual","Van",1985,"N","N","N"
17,444.35,6,3,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Large Car",2000,"N","N","N"
17,444.35,6,3,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Large Car",2000,"N","N","N"
15,493.7222222222,8,4.6,"Front-Wheel Drive","Premium Gasoline",23,"Automatic","Large Car",2000,"N","N","N"
16,493.7222222222,8,4.6,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Large Car",2000,"N","N","N"
16,493.7222222222,8,4.6,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Large Car",2000,"N","N","N"
15,493.7222222222,8,4.3,"Rear-Wheel Drive","Premium Gasoline",22,"Automatic","Large Car",2000,"N","N","N"
15,522.7647058824,8,5,"Rear-Wheel Drive","Premium Gasoline",21,"Automatic","Large Car",2000,"N","N","N"
17,444.35,6,3.8,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Large Car",2000,"N","N","N"
16,467.7368421053,6,3.8,"Front-Wheel Drive","Premium Gasoline",25,"Automatic","Large Car",2000,"N","Y","N"
19,403.9545454545,6,3,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Large Car",2000,"N","N","N"
11,740.5833333333,8,5.7,"Rear-Wheel Drive","Regular Gasoline",15,"Automatic","Van",1985,"N","N","N"
16,467.7368421053,6,2.8,"Front-Wheel Drive","Premium Gasoline",24,"Automatic","Small Station Wagon",2000,"N","N","N"
17,444.35,4,1.8,"4-Wheel Drive","Premium Gasoline",26,"Automatic","Small Station Wagon",2000,"Y","N","N"
19,403.9545454545,4,1.8,"4-Wheel Drive","Premium Gasoline",26,"Manual","Small Station Wagon",2000,"Y","N","N"
15,493.7222222222,6,2.8,"4-Wheel Drive","Premium Gasoline",22,"Automatic","Small Station Wagon",2000,"N","N","N"
16,467.7368421053,6,2.8,"4-Wheel Drive","Premium Gasoline",23,"Manual","Small Station Wagon",2000,"N","N","N"
17,467.7368421053,6,2.5,"Rear-Wheel Drive","Premium Gasoline",25,"Automatic","Small Station Wagon",2000,"N","N","N"
18,423.1904761905,6,2.5,"Rear-Wheel Drive","Premium Gasoline",26,"Manual","Small Station Wagon",2000,"N","N","N"
16,467.7368421053,6,2.8,"Rear-Wheel Drive","Premium Gasoline",24,"Automatic","Small Station Wagon",2000,"N","N","N"
16,467.7368421053,6,2.8,"Rear-Wheel Drive","Premium Gasoline",24,"Automatic","Small Station Wagon",2000,"N","N","N"
16,467.7368421053,6,2.8,"Rear-Wheel Drive","Premium Gasoline",24,"Manual","Small Station Wagon",2000,"N","N","N"
15,565.5555555556,8,6.2,"Rear-Wheel Drive","Diesel",22,"Automatic","Van",1985,"N","N","N"
14,555.4375,8,4.4,"Rear-Wheel Drive","Premium Gasoline",19,"Automatic","Small Station Wagon",2000,"N","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Small Station Wagon",2000,"N","N","N"
20,386.3913043478,4,2,"Front-Wheel Drive","Regular Gasoline",28,"Manual","Small Station Wagon",2000,"N","N","N"
19,403.9545454545,4,2,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Small Station Wagon",2000,"N","N","N"
21,370.2916666667,4,2,"Front-Wheel Drive","Regular Gasoline",29,"Manual","Small Station Wagon",2000,"N","N","N"
23,329.1481481481,4,1.9,"Front-Wheel Drive","Regular Gasoline",33,"Automatic","Small Station Wagon",2000,"N","N","N"
22,341.8076923077,4,1.9,"Front-Wheel Drive","Regular Gasoline",32,"Automatic","Small Station Wagon",2000,"N","N","N"
23,329.1481481481,4,1.9,"Front-Wheel Drive","Regular Gasoline",34,"Manual","Small Station Wagon",2000,"N","N","N"
23,341.8076923077,4,1.6,"Front-Wheel Drive","Regular Gasoline",30,"Automatic","Small Station Wagon",2000,"N","N","N"
26,317.3928571429,4,1.6,"Front-Wheel Drive","Regular Gasoline",33,"Manual","Small Station Wagon",2000,"N","N","N"
10,807.9090909091,8,5.7,"Rear-Wheel Drive","Regular Gasoline",13,"Automatic","Van",1985,"N","N","N"
23,341.8076923077,4,1.8,"Front-Wheel Drive","Regular Gasoline",30,"Automatic","Small Station Wagon",2000,"N","N","N"
24,341.8076923077,4,1.8,"Front-Wheel Drive","Regular Gasoline",31,"Manual","Small Station Wagon",2000,"N","N","N"
19,423.1904761905,4,1.9,"Front-Wheel Drive","Premium Gasoline",26,"Automatic","Small Station Wagon",2000,"Y","N","N"
15,493.7222222222,6,2.8,"4-Wheel Drive","Premium Gasoline",22,"Automatic","Midsize Station Wagon",2000,"N","N","N"
23,341.8076923077,4,2,"Front-Wheel Drive","Regular Gasoline",30,"Automatic","Midsize Station Wagon",2000,"N","N","N"
22,355.48,4,2,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Midsize Station Wagon",2000,"N","N","N"
17,467.7368421053,6,3,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize Station Wagon",2000,"N","N","N"
17,444.35,6,3,"Front-Wheel Drive","Regular Gasoline",25,"Automatic","Midsize Station Wagon",2000,"N","N","N"
