"city08","co2TailpipeGpm","cylinders","displ","drive","fuelType1","highway08","trany","VClass","year","tCharger","sCharger","startStop"
15,555.4375,4,2.5,"Front-Wheel Drive","Premium Gasoline",18,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
18,423.1904761905,4,2.2,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
21,370.2916666667,4,2.2,"Front-Wheel Drive","Regular Gasoline",29,"Manual","Midsize-Large Station Wagon",1989,"N","N","N"
18,423.1904761905,6,3,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
17,444.35,6,3.8,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
17,467.7368421053,6,3,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
16,493.7222222222,6,3.8,"Front-Wheel Drive","Regular Gasoline",23,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
18,423.1904761905,6,3,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
17,444.35,6,3.8,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
22,355.48,4,1.6,"Front-Wheel Drive","Regular Gasoline",30,"Manual","Small Station Wagon",1985,"N","N","N"
17,467.7368421053,6,3,"Front-Wheel Drive","Regular Gasoline",24,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
16,493.7222222222,6,3.8,"Front-Wheel Drive","Regular Gasoline",23,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
15,522.7647058824,6,3,"Rear-Wheel Drive","Premium Gasoline",20,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
21,370.2916666667,4,2.5,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
18,423.1904761905,6,2.8,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
17,444.35,6,3.3,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
16,493.7222222222,4,2.1,"Rear-Wheel Drive","Premium Gasoline",20,"Automatic","Midsize-Large Station Wagon",1989,"Y","N","N"
17,493.7222222222,4,2.2,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
16,493.7222222222,4,2.2,"Rear-Wheel Drive","Regular Gasoline",20,"Manual","Midsize-Large Station Wagon",1989,"N","N","N"
21,370.2916666667,4,2.5,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
23,355.48,4,1.9,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Small Station Wagon",1985,"N","N","N"
18,423.1904761905,6,2.8,"Front-Wheel Drive","Regular Gasoline",27,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
16,493.7222222222,4,2.3,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
17,467.7368421053,4,2.3,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
18,444.35,4,2.3,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Midsize-Large Station Wagon",1989,"N","N","N"
18,423.1904761905,4,2.3,"Rear-Wheel Drive","Regular Gasoline",25,"Manual","Midsize-Large Station Wagon",1989,"N","N","N"
17,493.7222222222,4,2.3,"Rear-Wheel Drive","Regular Gasoline",21,"Automatic","Midsize-Large Station Wagon",1989,"Y","N","N"
18,444.35,4,2.3,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
17,467.7368421053,4,2.3,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
17,467.7368421053,4,2.3,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
16,493.7222222222,4,2.3,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
19,423.1904761905,6,2.7,"Rear-Wheel Drive","Regular Gasoline",26,"Manual","SubCompact Car",1985,"N","N","N"
28,277.71875,4,1.9,"Front-Wheel Drive","Regular Gasoline",39,"Manual","Small Station Wagon",1985,"N","N","N"
16,467.7368421053,4,2.3,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Midsize-Large Station Wagon",1989,"N","N","N"
18,444.35,4,2.3,"Rear-Wheel Drive","Regular Gasoline",23,"Manual","Midsize-Large Station Wagon",1989,"Y","N","N"
19,423.1904761905,4,2.3,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Midsize-Large Station Wagon",1989,"N","N","N"
18,444.35,4,2.3,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Midsize-Large Station Wagon",1989,"N","N","N"
17,493.7222222222,4,2.3,"Rear-Wheel Drive","Regular Gasoline",21,"Automatic","Midsize-Large Station Wagon",1989,"Y","N","N"
15,493.7222222222,8,5,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
15,493.7222222222,8,5,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
15,493.7222222222,8,5,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
15,493.7222222222,8,5,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
15,493.7222222222,8,5,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
23,329.1481481481,4,1.9,"Front-Wheel Drive","Regular Gasoline",33,"Manual","Small Station Wagon",1985,"N","N","N"
15,493.7222222222,8,5,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Midsize-Large Station Wagon",1989,"N","N","N"
18,423.1904761905,4,2.5,"Rear-Wheel Drive","Regular Gasoline",26,"Automatic","Small Pickup Truck",1989,"N","N","N"
20,403.9545454545,4,2.5,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Small Pickup Truck",1989,"N","N","N"
17,467.7368421053,6,2.8,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Small Pickup Truck",1989,"N","N","N"
16,493.7222222222,6,4.3,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.4,"Rear-Wheel Drive","Regular Gasoline",24,"Automatic","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.4,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Small Pickup Truck",1989,"N","N","N"
19,423.1904761905,4,2.4,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Small Pickup Truck",1989,"N","N","N"
16,522.7647058824,6,3,"Rear-Wheel Drive","Regular Gasoline",19,"Automatic","Small Pickup Truck",1989,"N","N","N"
15,493.7222222222,6,3,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Small Pickup Truck",1989,"N","N","N"
31,299.4117647059,4,2,"Front-Wheel Drive","Diesel",39,"Manual","Small Station Wagon",1985,"N","N","N"
21,403.9545454545,4,2,"Rear-Wheel Drive","Regular Gasoline",24,"Automatic","Small Pickup Truck",1989,"N","N","N"
21,386.3913043478,4,2,"Rear-Wheel Drive","Regular Gasoline",26,"Manual","Small Pickup Truck",1989,"N","N","N"
18,467.7368421053,4,2.6,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.6,"Rear-Wheel Drive","Regular Gasoline",23,"Manual","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.2,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.2,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Small Pickup Truck",1989,"N","N","N"
18,467.7368421053,4,2.3,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Small Pickup Truck",1989,"N","N","N"
21,403.9545454545,4,2.3,"Rear-Wheel Drive","Regular Gasoline",25,"Manual","Small Pickup Truck",1989,"N","N","N"
15,522.7647058824,6,2.9,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Small Pickup Truck",1989,"N","N","N"
16,493.7222222222,6,2.9,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Small Pickup Truck",1989,"N","N","N"
23,370.2916666667,4,1.5,"Front-Wheel Drive","Regular Gasoline",26,"Automatic","Small Station Wagon",1985,"N","N","N"
18,423.1904761905,4,2.5,"Rear-Wheel Drive","Regular Gasoline",26,"Automatic","Small Pickup Truck",1989,"N","N","N"
20,403.9545454545,4,2.5,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Small Pickup Truck",1989,"N","N","N"
17,467.7368421053,6,2.8,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Small Pickup Truck",1989,"N","N","N"
16,493.7222222222,6,4.3,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Small Pickup Truck",1989,"N","N","N"
19,444.35,4,2.3,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Small Pickup Truck",1989,"N","N","N"
17,467.7368421053,4,2.6,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Small Pickup Truck",1989,"N","N","N"
17,467.7368421053,4,2.6,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Small Pickup Truck",1989,"N","N","N"
21,403.9545454545,4,2,"Rear-Wheel Drive","Regular Gasoline",24,"Automatic","Small Pickup Truck",1989,"N","N","N"
21,386.3913043478,4,2,"Rear-Wheel Drive","Regular Gasoline",26,"Manual","Small Pickup Truck",1989,"N","N","N"
18,467.7368421053,4,2.6,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Small Pickup Truck",1989,"N","N","N"
26,317.3928571429,4,1.5,"Front-Wheel Drive","Regular Gasoline",31,"Manual","Small Station Wagon",1985,"N","N","N"
18,444.35,4,2.6,"Rear-Wheel Drive","Regular Gasoline",23,"Manual","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.2,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.2,"Rear-Wheel Drive","Regular Gasoline",23,"Manual","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.2,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.4,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Small Pickup Truck",1989,"N","N","N"
20,423.1904761905,4,2.4,"Rear-Wheel Drive","Regular Gasoline",23,"Manual","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.4,"Rear-Wheel Drive","Regular Gasoline",23,"Manual","Small Pickup Truck",1989,"N","N","N"
20,423.1904761905,4,2.4,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Small Pickup Truck",1989,"N","N","N"
19,423.1904761905,4,2.4,"Rear-Wheel Drive","Regular Gasoline",24,"Manual","Small Pickup Truck",1989,"N","N","N"
17,467.7368421053,6,3,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Small Pickup Truck",1989,"N","N","N"
23,370.2916666667,4,1.5,"4-Wheel Drive","Regular Gasoline",27,"Manual","Small Station Wagon",1985,"N","N","N"
17,467.7368421053,6,3,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Small Pickup Truck",1989,"N","N","N"
18,444.35,4,2.3,"4-Wheel Drive","Regular Gasoline",22,"Manual","Small Pickup Truck",1989,"N","N","N"
15,555.4375,6,2.9,"4-Wheel Drive","Regular Gasoline",19,"Automatic","Small Pickup Truck",1989,"N","N","N"
16,522.7647058824,6,2.9,"4-Wheel Drive","Regular Gasoline",20,"Manual","Small Pickup Truck",1989,"N","N","N"
16,522.7647058824,4,2.6,"4-Wheel Drive","Regular Gasoline",20,"Manual","Small Pickup Truck",1989,"N","N","N"
15,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
15,522.7647058824,6,4.3,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Standard Pickup Truck",1989,"N","N","N"
16,522.7647058824,6,4.3,"Rear-Wheel Drive","Regular Gasoline",20,"Manual","Standard Pickup Truck",1989,"N","N","N"
15,493.7222222222,6,4.3,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Standard Pickup Truck",1989,"N","N","N"
13,683.6153846154,8,5,"Rear-Wheel Drive","Regular Gasoline",14,"Automatic","Standard Pickup Truck",1989,"N","N","N"
22,370.2916666667,4,1.6,"Front-Wheel Drive","Regular Gasoline",28,"Automatic","Small Station Wagon",1985,"N","N","N"
13,592.4666666667,8,5,"Rear-Wheel Drive","Regular Gasoline",19,"Automatic","Standard Pickup Truck",1989,"N","N","N"
13,592.4666666667,8,5,"Rear-Wheel Drive","Regular Gasoline",19,"Manual","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,8,5.7,"Rear-Wheel Drive","Regular Gasoline",18,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5.7,"Rear-Wheel Drive","Regular Gasoline",16,"Manual","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5.7,"Rear-Wheel Drive","Regular Gasoline",18,"Manual","Standard Pickup Truck",1989,"N","N","N"
17,535.7894736842,8,6.2,"Rear-Wheel Drive","Diesel",23,"Automatic","Standard Pickup Truck",1989,"N","N","N"
16,598.8235294118,8,6.2,"Rear-Wheel Drive","Diesel",18,"Manual","Standard Pickup Truck",1989,"N","N","N"
15,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
15,522.7647058824,6,4.3,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
23,329.1481481481,4,1.6,"Front-Wheel Drive","Regular Gasoline",32,"Manual","Small Station Wagon",1985,"N","N","N"
15,493.7222222222,6,4.3,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Standard Pickup Truck",1989,"N","N","N"
12,740.5833333333,8,5,"Rear-Wheel Drive","Regular Gasoline",12,"Automatic","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,8,5,"Rear-Wheel Drive","Regular Gasoline",18,"Automatic","Standard Pickup Truck",1989,"N","N","N"
13,592.4666666667,8,5,"Rear-Wheel Drive","Regular Gasoline",19,"Manual","Standard Pickup Truck",1989,"N","N","N"
13,592.4666666667,8,5.7,"Rear-Wheel Drive","Regular Gasoline",18,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5.7,"Rear-Wheel Drive","Regular Gasoline",15,"Manual","Standard Pickup Truck",1989,"N","N","N"
11,683.6153846154,8,5.7,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
16,535.7894736842,8,6.2,"Rear-Wheel Drive","Diesel",23,"Automatic","Standard Pickup Truck",1989,"N","N","N"
16,636.25,8,6.2,"Rear-Wheel Drive","Diesel",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
18,444.35,4,2.5,"Rear-Wheel Drive","Regular Gasoline",24,"Automatic","Standard Pickup Truck",1989,"N","N","N"
22,341.8076923077,4,1.6,"Front-Wheel Drive","Regular Gasoline",32,"Manual","Small Station Wagon",1985,"N","N","N"
19,403.9545454545,4,2.5,"Rear-Wheel Drive","Regular Gasoline",26,"Manual","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,3.9,"Rear-Wheel Drive","Regular Gasoline",18,"Automatic","Standard Pickup Truck",1989,"N","N","N"
15,522.7647058824,6,3.9,"Rear-Wheel Drive","Regular Gasoline",20,"Manual","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,3.9,"Rear-Wheel Drive","Regular Gasoline",17,"Automatic","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,3.9,"Rear-Wheel Drive","Regular Gasoline",17,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,6,3.9,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,6,3.9,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
11,740.5833333333,8,5.2,"Rear-Wheel Drive","Regular Gasoline",13,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5.2,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
11,683.6153846154,8,5.2,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
23,355.48,4,1.9,"Front-Wheel Drive","Regular Gasoline",29,"Automatic","Small Station Wagon",1985,"N","N","N"
12,634.7857142857,8,5.2,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
12,683.6153846154,8,5.2,"Rear-Wheel Drive","Regular Gasoline",14,"Manual","Standard Pickup Truck",1989,"N","N","N"
10,807.9090909091,8,5.9,"Rear-Wheel Drive","Regular Gasoline",12,"Automatic","Standard Pickup Truck",1989,"N","N","N"
10,807.9090909091,8,5.9,"Rear-Wheel Drive","Regular Gasoline",13,"Manual","Standard Pickup Truck",1989,"N","N","N"
13,634.7857142857,6,3.9,"Rear-Wheel Drive","Regular Gasoline",15,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,6,3.9,"Rear-Wheel Drive","Regular Gasoline",16,"Manual","Standard Pickup Truck",1989,"N","N","N"
11,740.5833333333,8,5.2,"Rear-Wheel Drive","Regular Gasoline",13,"Automatic","Standard Pickup Truck",1989,"N","N","N"
11,683.6153846154,8,5.2,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,683.6153846154,8,5.2,"Rear-Wheel Drive","Regular Gasoline",14,"Manual","Standard Pickup Truck",1989,"N","N","N"
10,807.9090909091,8,5.9,"Rear-Wheel Drive","Regular Gasoline",12,"Automatic","Standard Pickup Truck",1989,"N","N","N"
15,522.7647058824,6,3,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Two Seater",1985,"Y","N","N"
15,522.7647058824,6,3.4,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","SubCompact Car",1985,"N","N","N"
28,277.71875,4,1.9,"Front-Wheel Drive","Regular Gasoline",39,"Manual","Small Station Wagon",1985,"N","N","N"
10,807.9090909091,8,5.9,"Rear-Wheel Drive","Regular Gasoline",13,"Manual","Standard Pickup Truck",1989,"N","N","N"
16,493.7222222222,4,2.5,"Rear-Wheel Drive","Regular Gasoline",22,"Automatic","Standard Pickup Truck",1989,"N","N","N"
19,423.1904761905,4,2.5,"Rear-Wheel Drive","Regular Gasoline",23,"Manual","Standard Pickup Truck",1989,"N","N","N"
18,444.35,4,2.5,"Rear-Wheel Drive","Regular Gasoline",23,"Manual","Standard Pickup Truck",1989,"N","N","N"
18,444.35,4,2.5,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Standard Pickup Truck",1989,"N","N","N"
17,467.7368421053,4,2.5,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Standard Pickup Truck",1989,"N","N","N"
14,555.4375,6,4,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Standard Pickup Truck",1989,"N","N","N"
15,522.7647058824,6,4,"Rear-Wheel Drive","Regular Gasoline",21,"Manual","Standard Pickup Truck",1989,"N","N","N"
13,634.7857142857,6,4.9,"Rear-Wheel Drive","Regular Gasoline",15,"Automatic","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,4.9,"Rear-Wheel Drive","Regular Gasoline",16,"Manual","Standard Pickup Truck",1989,"N","N","N"
23,329.1481481481,4,1.9,"Front-Wheel Drive","Regular Gasoline",33,"Manual","Small Station Wagon",1985,"N","N","N"
14,592.4666666667,6,4.9,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,4.9,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
12,683.6153846154,8,5,"Rear-Wheel Drive","Regular Gasoline",14,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5,"Rear-Wheel Drive","Regular Gasoline",17,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,683.6153846154,8,5,"Rear-Wheel Drive","Regular Gasoline",14,"Manual","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5,"Rear-Wheel Drive","Regular Gasoline",16,"Manual","Standard Pickup Truck",1989,"N","N","N"
11,807.9090909091,8,5.8,"Rear-Wheel Drive","Regular Gasoline",12,"Automatic","Standard Pickup Truck",1989,"N","N","N"
13,634.7857142857,6,4.9,"Rear-Wheel Drive","Regular Gasoline",15,"Automatic","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,4.9,"Rear-Wheel Drive","Regular Gasoline",16,"Manual","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,4.9,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
31,299.4117647059,4,2,"Front-Wheel Drive","Diesel",39,"Manual","Small Station Wagon",1985,"N","N","N"
14,592.4666666667,6,4.9,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5,"Rear-Wheel Drive","Regular Gasoline",17,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,683.6153846154,8,5,"Rear-Wheel Drive","Regular Gasoline",14,"Manual","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5,"Rear-Wheel Drive","Regular Gasoline",16,"Manual","Standard Pickup Truck",1989,"N","N","N"
10,807.9090909091,8,5.8,"Rear-Wheel Drive","Regular Gasoline",12,"Automatic","Standard Pickup Truck",1989,"N","N","N"
15,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
15,522.7647058824,6,4.3,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Standard Pickup Truck",1989,"N","N","N"
16,522.7647058824,6,4.3,"Rear-Wheel Drive","Regular Gasoline",20,"Manual","Standard Pickup Truck",1989,"N","N","N"
15,493.7222222222,6,4.3,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Standard Pickup Truck",1989,"N","N","N"
13,683.6153846154,8,5,"Rear-Wheel Drive","Regular Gasoline",14,"Automatic","Standard Pickup Truck",1989,"N","N","N"
19,444.35,4,1.5,"Rear-Wheel Drive","Regular Gasoline",21,"Automatic","Small Station Wagon",1985,"N","N","N"
13,592.4666666667,8,5,"Rear-Wheel Drive","Regular Gasoline",19,"Automatic","Standard Pickup Truck",1989,"N","N","N"
13,592.4666666667,8,5,"Rear-Wheel Drive","Regular Gasoline",19,"Manual","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,8,5.7,"Rear-Wheel Drive","Regular Gasoline",18,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5.7,"Rear-Wheel Drive","Regular Gasoline",16,"Manual","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5.7,"Rear-Wheel Drive","Regular Gasoline",18,"Manual","Standard Pickup Truck",1989,"N","N","N"
17,535.7894736842,8,6.2,"Rear-Wheel Drive","Diesel",23,"Automatic","Standard Pickup Truck",1989,"N","N","N"
16,598.8235294118,8,6.2,"Rear-Wheel Drive","Diesel",18,"Manual","Standard Pickup Truck",1989,"N","N","N"
15,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
15,522.7647058824,6,4.3,"Rear-Wheel Drive","Regular Gasoline",20,"Automatic","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,4.3,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
22,370.2916666667,4,1.5,"Rear-Wheel Drive","Regular Gasoline",26,"Manual","Small Station Wagon",1985,"N","N","N"
15,493.7222222222,6,4.3,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Standard Pickup Truck",1989,"N","N","N"
12,740.5833333333,8,5,"Rear-Wheel Drive","Regular Gasoline",12,"Automatic","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,8,5,"Rear-Wheel Drive","Regular Gasoline",18,"Automatic","Standard Pickup Truck",1989,"N","N","N"
13,592.4666666667,8,5,"Rear-Wheel Drive","Regular Gasoline",19,"Manual","Standard Pickup Truck",1989,"N","N","N"
13,592.4666666667,8,5.7,"Rear-Wheel Drive","Regular Gasoline",18,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5.7,"Rear-Wheel Drive","Regular Gasoline",15,"Manual","Standard Pickup Truck",1989,"N","N","N"
11,683.6153846154,8,5.7,"Rear-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
16,535.7894736842,8,6.2,"Rear-Wheel Drive","Diesel",23,"Automatic","Standard Pickup Truck",1989,"N","N","N"
16,636.25,8,6.2,"Rear-Wheel Drive","Diesel",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
16,522.7647058824,4,2.6,"Rear-Wheel Drive","Regular Gasoline",20,"Manual","Standard Pickup Truck",1989,"N","N","N"
22,370.2916666667,4,1.5,"Rear-Wheel Drive","Regular Gasoline",27,"Manual","Small Station Wagon",1985,"N","N","N"
12,634.7857142857,8,5.2,"Rear-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
17,467.7368421053,6,3,"Rear-Wheel Drive","Regular Gasoline",23,"Automatic","Standard Pickup Truck",1989,"N","N","N"
17,467.7368421053,6,3,"Rear-Wheel Drive","Regular Gasoline",22,"Manual","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,4.3,"4-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
15,555.4375,6,4.3,"4-Wheel Drive","Regular Gasoline",19,"Automatic","Standard Pickup Truck",1989,"N","N","N"
14,592.4666666667,6,4.3,"4-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
15,555.4375,6,4.3,"4-Wheel Drive","Regular Gasoline",19,"Manual","Standard Pickup Truck",1989,"N","N","N"
11,740.5833333333,8,5,"4-Wheel Drive","Regular Gasoline",13,"Automatic","Standard Pickup Truck",1989,"N","N","N"
13,634.7857142857,8,5,"4-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
12,634.7857142857,8,5,"4-Wheel Drive","Regular Gasoline",17,"Manual","Standard Pickup Truck",1989,"N","N","N"
21,403.9545454545,4,2,"Front-Wheel Drive","Regular Gasoline",23,"Automatic","Small Station Wagon",1985,"N","N","N"
12,683.6153846154,8,5.7,"4-Wheel Drive","Regular Gasoline",16,"Automatic","Standard Pickup Truck",1989,"N","N","N"
11,740.5833333333,8,5.7,"4-Wheel Drive","Regular Gasoline",13,"Manual","Standard Pickup Truck",1989,"N","N","N"
